order_id,client_id,restaurant_id,order_datetime,status,total_amount,payment_method,order_items,courier_name,delivery_assigned_time,delivery_actual_time,delivery_status,actual_delivery_address
4581,776,7,2026-03-26 21:09:20,готовится,420.0,СБП,"[{""dish_id"": 141, ""quantity"": 2, ""price_at_order"": 105.0}, {""dish_id"": 141, ""quantity"": 2, ""price_at_order"": 105.0}]",Зиновьев Степан,2026-03-26 21:15:20,,назначен,
4582,259,4,2025-12-25 16:12:33,доставлен,1296.2,Карта,"[{""dish_id"": 70, ""quantity"": 3, ""price_at_order"": 29.8}, {""dish_id"": 71, ""quantity"": 2, ""price_at_order"": 130.3}, {""dish_id"": 69, ""quantity"": 2, ""price_at_order"": 147.1}, {""dish_id"": 75, ""quantity"": 3, ""price_at_order"": 126.2}, {""dish_id"": 65, ""quantity"": 2, ""price_at_order"": 136.7}]",Красильникова Виссарион,2025-12-25 16:14:33,2025-12-25 16:49:33,выполнен,
4583,689,20,2026-05-19 10:08:13,доставлен,158.2,ApplePay,"[{""dish_id"": 393, ""quantity"": 2, ""price_at_order"": 79.1}]",Сысоева Аполлинарий,2026-05-19 10:10:13,2026-05-19 10:44:13,выполнен,
4584,182,14,2025-12-28 02:37:13,доставлен,114.9,ApplePay,"[{""dish_id"": 277, ""quantity"": 1, ""price_at_order"": 114.9}]",Дроздов Нестор,2025-12-28 02:43:13,2025-12-28 03:55:13,выполнен,
4585,608,14,2025-12-18 18:25:09,отменён,131.5,Карта,"[{""dish_id"": 281, ""quantity"": 2, ""price_at_order"": 49.0}, {""dish_id"": 279, ""quantity"": 1, ""price_at_order"": 33.5}]",,,,,
4586,316,11,2026-05-07 15:04:56,готовится,339.0,СБП,"[{""dish_id"": 206, ""quantity"": 3, ""price_at_order"": 113.0}]",Копылова Моисей,2026-05-07 15:09:56,,выполнен,
4587,27,9,2026-01-27 10:42:57,доставлен,849.5,ApplePay,"[{""dish_id"": 174, ""quantity"": 3, ""price_at_order"": 124.1}, {""dish_id"": 167, ""quantity"": 3, ""price_at_order"": 67.4}, {""dish_id"": 161, ""quantity"": 2, ""price_at_order"": 18.9}, {""dish_id"": 175, ""quantity"": 2, ""price_at_order"": 118.6}]",Брагина Мартын,2026-01-27 10:44:57,2026-01-27 11:56:57,выполнен,
4588,429,7,2026-04-11 23:39:11,доставлен,725.6,СБП,"[{""dish_id"": 136, ""quantity"": 2, ""price_at_order"": 105.6}, {""dish_id"": 129, ""quantity"": 3, ""price_at_order"": 93.6}, {""dish_id"": 139, ""quantity"": 3, ""price_at_order"": 65.6}, {""dish_id"": 131, ""quantity"": 1, ""price_at_order"": 36.8}]",Кириллова Христофор,2026-04-11 23:42:11,2026-04-12 00:06:11,выполнен,
4589,879,16,2026-02-25 00:50:57,готовится,469.2,Карта,"[{""dish_id"": 302, ""quantity"": 3, ""price_at_order"": 105.2}, {""dish_id"": 318, ""quantity"": 2, ""price_at_order"": 76.8}]",Волкова Гремислав,2026-02-25 00:59:57,,выполнен,
4590,795,3,2026-03-18 23:38:38,доставлен,305.1,ApplePay,"[{""dish_id"": 45, ""quantity"": 3, ""price_at_order"": 101.7}]",Никитина Агафон,2026-03-18 23:47:38,2026-03-19 00:58:38,выполнен,
4591,506,15,2025-12-28 19:30:45,доставлен,521.1,Наличные,"[{""dish_id"": 300, ""quantity"": 1, ""price_at_order"": 150.0}, {""dish_id"": 284, ""quantity"": 3, ""price_at_order"": 123.7}]",Капустина Касьян,2025-12-28 19:34:45,2025-12-28 20:31:45,выполнен,
4592,613,19,2025-12-19 05:51:51,доставлен,710.4,GooglePay,"[{""dish_id"": 368, ""quantity"": 1, ""price_at_order"": 102.8}, {""dish_id"": 379, ""quantity"": 1, ""price_at_order"": 31.7}, {""dish_id"": 368, ""quantity"": 2, ""price_at_order"": 102.8}, {""dish_id"": 381, ""quantity"": 1, ""price_at_order"": 70.9}, {""dish_id"": 369, ""quantity"": 2, ""price_at_order"": 149.7}]",Комарова Викентий,2025-12-19 06:00:51,2025-12-19 07:08:51,выполнен,
4593,998,20,2026-05-23 18:51:36,готовится,538.9,СБП,"[{""dish_id"": 400, ""quantity"": 2, ""price_at_order"": 78.5}, {""dish_id"": 398, ""quantity"": 2, ""price_at_order"": 36.6}, {""dish_id"": 398, ""quantity"": 2, ""price_at_order"": 36.6}, {""dish_id"": 400, ""quantity"": 3, ""price_at_order"": 78.5}]",Матвеев Иванна,2026-05-23 18:55:36,,назначен,
4594,147,20,2026-01-25 23:03:43,доставлен,526.9,Наличные,"[{""dish_id"": 387, ""quantity"": 2, ""price_at_order"": 82.1}, {""dish_id"": 386, ""quantity"": 1, ""price_at_order"": 43.1}, {""dish_id"": 388, ""quantity"": 1, ""price_at_order"": 103.1}, {""dish_id"": 396, ""quantity"": 1, ""price_at_order"": 50.1}, {""dish_id"": 401, ""quantity"": 2, ""price_at_order"": 83.2}]",Муравьев Пахом,2026-01-25 23:11:43,2026-01-25 23:52:43,выполнен,
4595,946,10,2026-01-23 03:21:52,доставлен,1329.7,Карта,"[{""dish_id"": 193, ""quantity"": 1, ""price_at_order"": 134.1}, {""dish_id"": 200, ""quantity"": 3, ""price_at_order"": 135.7}, {""dish_id"": 185, ""quantity"": 2, ""price_at_order"": 114.8}, {""dish_id"": 185, ""quantity"": 3, ""price_at_order"": 114.8}, {""dish_id"": 187, ""quantity"": 3, ""price_at_order"": 71.5}]",Юдина Болеслав,2026-01-23 03:31:52,2026-01-23 04:03:52,выполнен,
4596,273,13,2026-02-25 09:41:44,доставлен,558.2,СБП,"[{""dish_id"": 256, ""quantity"": 2, ""price_at_order"": 64.9}, {""dish_id"": 254, ""quantity"": 2, ""price_at_order"": 46.5}, {""dish_id"": 267, ""quantity"": 3, ""price_at_order"": 111.8}]",Попова Наум,2026-02-25 09:51:44,2026-02-25 10:48:44,выполнен,
4597,856,18,2026-02-24 15:32:02,доставлен,394.6,Наличные,"[{""dish_id"": 355, ""quantity"": 2, ""price_at_order"": 34.4}, {""dish_id"": 345, ""quantity"": 2, ""price_at_order"": 146.7}, {""dish_id"": 358, ""quantity"": 1, ""price_at_order"": 32.4}]",Комаров Гаврила,2026-02-24 15:37:02,2026-02-24 16:14:02,выполнен,
4598,751,12,2026-03-07 20:47:45,принят,646.2,GooglePay,"[{""dish_id"": 229, ""quantity"": 3, ""price_at_order"": 116.1}, {""dish_id"": 239, ""quantity"": 3, ""price_at_order"": 99.3}]",Пономарев Никон,2026-03-07 20:54:45,,в пути,
4599,450,9,2026-03-28 20:04:13,отменён,647.4,Карта,"[{""dish_id"": 162, ""quantity"": 3, ""price_at_order"": 60.9}, {""dish_id"": 163, ""quantity"": 2, ""price_at_order"": 148.4}, {""dish_id"": 171, ""quantity"": 2, ""price_at_order"": 55.6}, {""dish_id"": 161, ""quantity"": 3, ""price_at_order"": 18.9}]",,,,,
4600,824,8,2026-03-09 20:12:40,доставлен,1048.3,ApplePay,"[{""dish_id"": 158, ""quantity"": 3, ""price_at_order"": 92.6}, {""dish_id"": 144, ""quantity"": 3, ""price_at_order"": 46.2}, {""dish_id"": 147, ""quantity"": 2, ""price_at_order"": 101.0}, {""dish_id"": 153, ""quantity"": 1, ""price_at_order"": 97.8}, {""dish_id"": 154, ""quantity"": 3, ""price_at_order"": 110.7}]",Федорова Алевтина,2026-03-09 20:15:40,2026-03-09 21:13:40,выполнен,
4601,118,19,2026-03-27 15:02:16,отменён,737.5,GooglePay,"[{""dish_id"": 381, ""quantity"": 3, ""price_at_order"": 70.9}, {""dish_id"": 377, ""quantity"": 1, ""price_at_order"": 131.2}, {""dish_id"": 377, ""quantity"": 3, ""price_at_order"": 131.2}]",,,,,
4602,262,5,2026-05-28 00:02:09,готовится,389.2,GooglePay,"[{""dish_id"": 101, ""quantity"": 1, ""price_at_order"": 61.6}, {""dish_id"": 100, ""quantity"": 3, ""price_at_order"": 109.2}]",Колобов Соломон,2026-05-28 00:04:09,,назначен,
4603,396,3,2026-05-08 17:02:04,доставлен,301.6,СБП,"[{""dish_id"": 48, ""quantity"": 2, ""price_at_order"": 37.3}, {""dish_id"": 54, ""quantity"": 2, ""price_at_order"": 113.5}]",Афанасьева Родион,2026-05-08 17:06:04,2026-05-08 17:47:04,выполнен,
4604,566,3,2025-12-27 07:27:11,доставлен,845.4,СБП,"[{""dish_id"": 56, ""quantity"": 2, ""price_at_order"": 69.3}, {""dish_id"": 60, ""quantity"": 2, ""price_at_order"": 79.2}, {""dish_id"": 54, ""quantity"": 3, ""price_at_order"": 113.5}, {""dish_id"": 56, ""quantity"": 3, ""price_at_order"": 69.3}]",Андреева Бажен,2025-12-27 07:36:11,2025-12-27 07:57:11,выполнен,
4605,840,5,2026-05-24 16:32:42,принят,243.3,Карта,"[{""dish_id"": 82, ""quantity"": 1, ""price_at_order"": 115.0}, {""dish_id"": 79, ""quantity"": 1, ""price_at_order"": 128.3}]",Сидорова Евстафий,2026-05-24 16:35:42,,назначен,
4606,50,15,2026-05-22 17:52:33,доставлен,733.5,ApplePay,"[{""dish_id"": 287, ""quantity"": 1, ""price_at_order"": 109.4}, {""dish_id"": 294, ""quantity"": 3, ""price_at_order"": 132.1}, {""dish_id"": 293, ""quantity"": 2, ""price_at_order"": 113.9}]",Тетерина Твердислав,2026-05-22 17:54:33,2026-05-22 18:35:33,выполнен,
4607,700,8,2026-01-23 11:28:55,готовится,644.8,GooglePay,"[{""dish_id"": 152, ""quantity"": 2, ""price_at_order"": 20.9}, {""dish_id"": 157, ""quantity"": 3, ""price_at_order"": 109.5}, {""dish_id"": 159, ""quantity"": 2, ""price_at_order"": 81.9}, {""dish_id"": 154, ""quantity"": 1, ""price_at_order"": 110.7}]",Горбачев Сигизмунд,2026-01-23 11:30:55,,выполнен,
4608,945,10,2026-04-18 21:46:46,доставлен,62.4,ApplePay,"[{""dish_id"": 184, ""quantity"": 3, ""price_at_order"": 20.8}]",Зыкова Прокл,2026-04-18 21:48:46,2026-04-18 23:11:46,выполнен,"г. Александровск, ш. Ореховое, д. 4/1 стр. 328, 311482"
4609,332,15,2026-02-08 07:17:23,доставлен,518.9,ApplePay,"[{""dish_id"": 299, ""quantity"": 3, ""price_at_order"": 145.3}, {""dish_id"": 296, ""quantity"": 3, ""price_at_order"": 16.6}, {""dish_id"": 296, ""quantity"": 2, ""price_at_order"": 16.6}]",Боброва Вадим,2026-02-08 07:23:23,2026-02-08 07:59:23,выполнен,
4610,959,5,2026-05-20 06:29:34,принят,656.8,Карта,"[{""dish_id"": 98, ""quantity"": 2, ""price_at_order"": 37.1}, {""dish_id"": 92, ""quantity"": 2, ""price_at_order"": 66.1}, {""dish_id"": 86, ""quantity"": 2, ""price_at_order"": 102.5}, {""dish_id"": 92, ""quantity"": 3, ""price_at_order"": 66.1}, {""dish_id"": 84, ""quantity"": 3, ""price_at_order"": 15.7}]",Овчинникова Ладислав,2026-05-20 06:35:34,,выполнен,
4611,677,15,2026-05-02 04:52:47,доставлен,395.3,Наличные,"[{""dish_id"": 298, ""quantity"": 1, ""price_at_order"": 62.1}, {""dish_id"": 293, ""quantity"": 2, ""price_at_order"": 113.9}, {""dish_id"": 290, ""quantity"": 1, ""price_at_order"": 105.4}]",Абрамов Адриан,2026-05-02 04:56:47,2026-05-02 05:54:47,выполнен,"к. Омск, пр. Чапаева, д. 75 стр. 14, 197689"
4612,252,1,2026-01-22 19:18:47,готовится,123.8,GooglePay,"[{""dish_id"": 13, ""quantity"": 1, ""price_at_order"": 33.6}, {""dish_id"": 14, ""quantity"": 1, ""price_at_order"": 37.4}, {""dish_id"": 5, ""quantity"": 2, ""price_at_order"": 26.4}]",Горшков Кирилл,2026-01-22 19:26:47,,в пути,
4613,528,14,2026-02-17 18:02:39,доставлен,454.1,GooglePay,"[{""dish_id"": 273, ""quantity"": 2, ""price_at_order"": 111.1}, {""dish_id"": 278, ""quantity"": 2, ""price_at_order"": 29.0}, {""dish_id"": 273, ""quantity"": 1, ""price_at_order"": 111.1}, {""dish_id"": 275, ""quantity"": 2, ""price_at_order"": 31.4}]",Попов Аркадий,2026-02-17 18:06:39,2026-02-17 19:04:39,выполнен,
4614,148,10,2026-01-29 01:34:13,принят,468.2,GooglePay,"[{""dish_id"": 194, ""quantity"": 1, ""price_at_order"": 123.7}, {""dish_id"": 184, ""quantity"": 1, ""price_at_order"": 20.8}, {""dish_id"": 196, ""quantity"": 3, ""price_at_order"": 107.9}]",Никитин Ян,2026-01-29 01:40:13,,выполнен,
4615,868,20,2026-02-18 14:13:02,принят,697.6,GooglePay,"[{""dish_id"": 383, ""quantity"": 1, ""price_at_order"": 136.4}, {""dish_id"": 398, ""quantity"": 2, ""price_at_order"": 36.6}, {""dish_id"": 398, ""quantity"": 1, ""price_at_order"": 36.6}, {""dish_id"": 391, ""quantity"": 2, ""price_at_order"": 96.3}, {""dish_id"": 390, ""quantity"": 2, ""price_at_order"": 129.4}]",Борисов Галина,2026-02-18 14:17:02,,выполнен,"клх Балашиха, ул. Азина, д. 7/2, 061668"
4616,739,9,2026-05-01 09:05:06,отменён,166.8,GooglePay,"[{""dish_id"": 171, ""quantity"": 3, ""price_at_order"": 55.6}]",,,,,
4617,975,2,2026-02-08 06:10:48,доставлен,1080.6,Карта,"[{""dish_id"": 30, ""quantity"": 3, ""price_at_order"": 112.3}, {""dish_id"": 28, ""quantity"": 2, ""price_at_order"": 114.5}, {""dish_id"": 25, ""quantity"": 3, ""price_at_order"": 81.3}, {""dish_id"": 36, ""quantity"": 2, ""price_at_order"": 135.4}]",Горбачева Зоя,2026-02-08 06:16:48,2026-02-08 06:49:48,выполнен,
4618,258,2,2026-03-24 11:09:17,готовится,610.2,Наличные,"[{""dish_id"": 40, ""quantity"": 1, ""price_at_order"": 120.2}, {""dish_id"": 43, ""quantity"": 1, ""price_at_order"": 111.8}, {""dish_id"": 42, ""quantity"": 2, ""price_at_order"": 131.9}, {""dish_id"": 41, ""quantity"": 1, ""price_at_order"": 114.4}]",Давыдова Всемил,2026-03-24 11:17:17,,выполнен,
4619,597,4,2026-05-13 10:56:14,принят,29.8,СБП,"[{""dish_id"": 70, ""quantity"": 1, ""price_at_order"": 29.8}]",Тимофеева Амвросий,2026-05-13 11:01:14,,в пути,
4620,36,6,2026-06-08 17:05:30,готовится,599.1,GooglePay,"[{""dish_id"": 111, ""quantity"": 3, ""price_at_order"": 121.4}, {""dish_id"": 121, ""quantity"": 1, ""price_at_order"": 133.7}, {""dish_id"": 118, ""quantity"": 2, ""price_at_order"": 50.6}]",Полякова Станимир,2026-06-08 17:14:30,,выполнен,
4621,221,2,2026-03-14 19:26:42,доставлен,665.0,Наличные,"[{""dish_id"": 35, ""quantity"": 1, ""price_at_order"": 61.0}, {""dish_id"": 36, ""quantity"": 2, ""price_at_order"": 135.4}, {""dish_id"": 25, ""quantity"": 3, ""price_at_order"": 81.3}, {""dish_id"": 26, ""quantity"": 1, ""price_at_order"": 89.3}]",Максимов Тарас,2026-03-14 19:36:42,2026-03-14 19:53:42,выполнен,
4622,246,17,2026-02-08 00:11:19,доставлен,812.0,Карта,"[{""dish_id"": 336, ""quantity"": 3, ""price_at_order"": 44.6}, {""dish_id"": 340, ""quantity"": 1, ""price_at_order"": 25.7}, {""dish_id"": 329, ""quantity"": 3, ""price_at_order"": 108.1}, {""dish_id"": 341, ""quantity"": 3, ""price_at_order"": 38.2}, {""dish_id"": 342, ""quantity"": 2, ""price_at_order"": 106.8}]",Шилова Станимир,2026-02-08 00:19:19,2026-02-08 01:24:19,выполнен,
4623,225,1,2026-06-06 06:49:56,принят,554.8,Наличные,"[{""dish_id"": 2, ""quantity"": 3, ""price_at_order"": 145.0}, {""dish_id"": 12, ""quantity"": 2, ""price_at_order"": 59.9}]",Пахомова Аскольд,2026-06-06 06:54:56,,выполнен,
4624,55,14,2026-03-19 07:17:11,готовится,106.5,ApplePay,"[{""dish_id"": 270, ""quantity"": 3, ""price_at_order"": 35.5}]",Соболев Творимир,2026-03-19 07:26:11,,в пути,
4625,521,2,2026-02-23 11:40:27,доставлен,342.1,GooglePay,"[{""dish_id"": 19, ""quantity"": 1, ""price_at_order"": 37.8}, {""dish_id"": 37, ""quantity"": 3, ""price_at_order"": 60.1}, {""dish_id"": 29, ""quantity"": 1, ""price_at_order"": 124.0}]",Романова Никодим,2026-02-23 11:43:27,2026-02-23 12:43:27,выполнен,
4626,397,8,2026-04-06 06:16:08,доставлен,102.8,Карта,"[{""dish_id"": 159, ""quantity"": 1, ""price_at_order"": 81.9}, {""dish_id"": 152, ""quantity"": 1, ""price_at_order"": 20.9}]",Матвеев Зиновий,2026-04-06 06:21:08,2026-04-06 06:54:08,выполнен,
4627,93,18,2026-05-10 12:13:46,доставлен,182.6,GooglePay,"[{""dish_id"": 359, ""quantity"": 2, ""price_at_order"": 91.3}]",Шилов Ираклий,2026-05-10 12:21:46,2026-05-10 12:40:46,выполнен,
4628,659,19,2026-06-02 01:01:18,доставлен,88.0,ApplePay,"[{""dish_id"": 373, ""quantity"": 2, ""price_at_order"": 44.0}]",Копылов Аполлон,2026-06-02 01:11:18,2026-06-02 01:32:18,выполнен,
4629,143,20,2026-02-11 07:37:49,доставлен,544.8,Наличные,"[{""dish_id"": 400, ""quantity"": 3, ""price_at_order"": 78.5}, {""dish_id"": 388, ""quantity"": 3, ""price_at_order"": 103.1}]",Гришин Потап,2026-02-11 07:42:49,2026-02-11 08:50:49,выполнен,
4630,966,9,2026-01-06 12:20:23,доставлен,744.7,Карта,"[{""dish_id"": 166, ""quantity"": 3, ""price_at_order"": 38.4}, {""dish_id"": 160, ""quantity"": 1, ""price_at_order"": 101.3}, {""dish_id"": 168, ""quantity"": 3, ""price_at_order"": 139.0}, {""dish_id"": 171, ""quantity"": 2, ""price_at_order"": 55.6}]",Владимирова Леонид,2026-01-06 12:30:23,2026-01-06 13:36:23,выполнен,
4631,66,18,2026-03-16 16:43:23,доставлен,680.6,СБП,"[{""dish_id"": 365, ""quantity"": 2, ""price_at_order"": 149.4}, {""dish_id"": 364, ""quantity"": 2, ""price_at_order"": 133.3}, {""dish_id"": 352, ""quantity"": 3, ""price_at_order"": 38.4}]",Белякова Роман,2026-03-16 16:45:23,2026-03-16 17:14:23,выполнен,
4632,783,20,2026-01-12 03:14:02,готовится,1191.2,GooglePay,"[{""dish_id"": 388, ""quantity"": 2, ""price_at_order"": 103.1}, {""dish_id"": 399, ""quantity"": 3, ""price_at_order"": 97.0}, {""dish_id"": 389, ""quantity"": 3, ""price_at_order"": 124.0}, {""dish_id"": 390, ""quantity"": 1, ""price_at_order"": 129.4}, {""dish_id"": 391, ""quantity"": 2, ""price_at_order"": 96.3}]",Сергеев Ефрем,2026-01-12 03:24:02,,назначен,
4633,351,16,2026-05-10 11:12:45,доставлен,61.2,Наличные,"[{""dish_id"": 309, ""quantity"": 1, ""price_at_order"": 61.2}]",Сергеева Осип,2026-05-10 11:17:45,2026-05-10 11:45:45,выполнен,
4634,886,12,2026-05-24 15:06:30,доставлен,682.6,GooglePay,"[{""dish_id"": 229, ""quantity"": 3, ""price_at_order"": 116.1}, {""dish_id"": 225, ""quantity"": 3, ""price_at_order"": 27.2}, {""dish_id"": 243, ""quantity"": 1, ""price_at_order"": 120.3}, {""dish_id"": 231, ""quantity"": 2, ""price_at_order"": 66.2}]",Карпов Анна,2026-05-24 15:14:30,2026-05-24 15:46:30,выполнен,"г. Череповец, пр. Набережный, д. 5, 723190"
4635,456,15,2025-12-22 01:09:01,доставлен,1040.8,Наличные,"[{""dish_id"": 294, ""quantity"": 3, ""price_at_order"": 132.1}, {""dish_id"": 284, ""quantity"": 2, ""price_at_order"": 123.7}, {""dish_id"": 298, ""quantity"": 1, ""price_at_order"": 62.1}, {""dish_id"": 285, ""quantity"": 2, ""price_at_order"": 50.8}, {""dish_id"": 297, ""quantity"": 2, ""price_at_order"": 116.7}]",Шашков Аполлон,2025-12-22 01:13:01,2025-12-22 01:37:01,выполнен,
4636,576,6,2026-04-24 14:08:57,готовится,496.3,ApplePay,"[{""dish_id"": 112, ""quantity"": 1, ""price_at_order"": 103.3}, {""dish_id"": 107, ""quantity"": 3, ""price_at_order"": 37.2}, {""dish_id"": 109, ""quantity"": 3, ""price_at_order"": 93.8}]",Исаева Никита,2026-04-24 14:16:57,,назначен,
4637,744,10,2026-03-02 03:15:49,принят,640.0,СБП,"[{""dish_id"": 186, ""quantity"": 3, ""price_at_order"": 67.9}, {""dish_id"": 180, ""quantity"": 3, ""price_at_order"": 104.2}, {""dish_id"": 194, ""quantity"": 1, ""price_at_order"": 123.7}]",Агафонова Степан,2026-03-02 03:22:49,,в пути,
4638,780,9,2026-06-06 21:00:57,принят,880.6,Наличные,"[{""dish_id"": 168, ""quantity"": 3, ""price_at_order"": 139.0}, {""dish_id"": 163, ""quantity"": 2, ""price_at_order"": 148.4}, {""dish_id"": 171, ""quantity"": 3, ""price_at_order"": 55.6}]",Ситников Илья,2026-06-06 21:08:57,,назначен,"г. Усинск, ш. Рыбацкое, д. 9 к. 1, 705712"
4639,166,12,2026-05-20 09:43:29,принят,501.3,Наличные,"[{""dish_id"": 240, ""quantity"": 3, ""price_at_order"": 97.0}, {""dish_id"": 233, ""quantity"": 3, ""price_at_order"": 70.1}]",Щукин Лукьян,2026-05-20 09:48:29,,назначен,
4640,301,18,2026-02-23 07:12:15,готовится,954.1,СБП,"[{""dish_id"": 355, ""quantity"": 2, ""price_at_order"": 34.4}, {""dish_id"": 365, ""quantity"": 3, ""price_at_order"": 149.4}, {""dish_id"": 355, ""quantity"": 3, ""price_at_order"": 34.4}, {""dish_id"": 346, ""quantity"": 2, ""price_at_order"": 97.2}, {""dish_id"": 348, ""quantity"": 1, ""price_at_order"": 139.5}]",Блохина Милан,2026-02-23 07:17:15,,в пути,
4641,135,2,2026-02-22 11:44:28,доставлен,737.4,ApplePay,"[{""dish_id"": 36, ""quantity"": 2, ""price_at_order"": 135.4}, {""dish_id"": 19, ""quantity"": 2, ""price_at_order"": 37.8}, {""dish_id"": 40, ""quantity"": 1, ""price_at_order"": 120.2}, {""dish_id"": 36, ""quantity"": 2, ""price_at_order"": 135.4}]",Зиновьева Иванна,2026-02-22 11:50:28,2026-02-22 13:07:28,выполнен,
4642,523,7,2026-02-01 22:30:27,доставлен,226.0,Карта,"[{""dish_id"": 130, ""quantity"": 2, ""price_at_order"": 45.2}, {""dish_id"": 130, ""quantity"": 1, ""price_at_order"": 45.2}, {""dish_id"": 130, ""quantity"": 2, ""price_at_order"": 45.2}]",Медведев Екатерина,2026-02-01 22:40:27,2026-02-01 23:03:27,выполнен,
4643,591,20,2026-03-03 02:08:27,доставлен,817.0,ApplePay,"[{""dish_id"": 394, ""quantity"": 2, ""price_at_order"": 97.8}, {""dish_id"": 392, ""quantity"": 3, ""price_at_order"": 18.8}, {""dish_id"": 400, ""quantity"": 3, ""price_at_order"": 78.5}, {""dish_id"": 401, ""quantity"": 1, ""price_at_order"": 83.2}, {""dish_id"": 387, ""quantity"": 3, ""price_at_order"": 82.1}]",Евдокимов Николай,2026-03-03 02:18:27,2026-03-03 03:08:27,выполнен,
4644,581,10,2026-02-23 14:06:27,готовится,544.6,СБП,"[{""dish_id"": 186, ""quantity"": 1, ""price_at_order"": 67.9}, {""dish_id"": 180, ""quantity"": 3, ""price_at_order"": 104.2}, {""dish_id"": 201, ""quantity"": 3, ""price_at_order"": 54.7}]",Дьячков Ратмир,2026-02-23 14:09:27,,выполнен,"с. Вязьма, ш. Стадионное, д. 80, 180589"
4645,635,8,2026-01-16 03:23:40,принят,20.9,GooglePay,"[{""dish_id"": 152, ""quantity"": 1, ""price_at_order"": 20.9}]",Жданова Модест,2026-01-16 03:33:40,,выполнен,
4646,295,7,2026-03-30 12:36:21,принят,1090.2,СБП,"[{""dish_id"": 133, ""quantity"": 2, ""price_at_order"": 129.1}, {""dish_id"": 133, ""quantity"": 2, ""price_at_order"": 129.1}, {""dish_id"": 132, ""quantity"": 2, ""price_at_order"": 51.0}, {""dish_id"": 135, ""quantity"": 2, ""price_at_order"": 123.7}, {""dish_id"": 138, ""quantity"": 2, ""price_at_order"": 112.2}]",Сазонов Селиверст,2026-03-30 12:41:21,,в пути,
4647,798,3,2026-04-11 11:04:06,готовится,393.6,Наличные,"[{""dish_id"": 60, ""quantity"": 2, ""price_at_order"": 79.2}, {""dish_id"": 55, ""quantity"": 1, ""price_at_order"": 48.7}, {""dish_id"": 48, ""quantity"": 2, ""price_at_order"": 37.3}, {""dish_id"": 48, ""quantity"": 3, ""price_at_order"": 37.3}]",Медведева Дорофей,2026-04-11 11:11:06,,назначен,
4648,825,14,2026-05-15 00:38:19,доставлен,213.8,СБП,"[{""dish_id"": 281, ""quantity"": 2, ""price_at_order"": 49.0}, {""dish_id"": 279, ""quantity"": 2, ""price_at_order"": 33.5}, {""dish_id"": 282, ""quantity"": 2, ""price_at_order"": 24.4}]",Русакова Осип,2026-05-15 00:46:19,2026-05-15 01:23:19,выполнен,
4649,292,11,2026-01-14 07:51:17,доставлен,310.4,Карта,"[{""dish_id"": 206, ""quantity"": 1, ""price_at_order"": 113.0}, {""dish_id"": 211, ""quantity"": 3, ""price_at_order"": 65.8}]",Владимиров Марина,2026-01-14 07:55:17,2026-01-14 08:25:17,выполнен,
4650,349,1,2026-05-28 02:43:10,доставлен,359.6,ApplePay,"[{""dish_id"": 2, ""quantity"": 1, ""price_at_order"": 145.0}, {""dish_id"": 2, ""quantity"": 1, ""price_at_order"": 145.0}, {""dish_id"": 1, ""quantity"": 1, ""price_at_order"": 69.6}]",Ларионов Всеслав,2026-05-28 02:48:10,2026-05-28 04:06:10,выполнен,
4651,215,6,2026-02-14 22:26:17,отменён,158.4,ApplePay,"[{""dish_id"": 108, ""quantity"": 2, ""price_at_order"": 79.2}]",,,,,
4652,974,8,2025-12-25 02:03:47,доставлен,199.8,СБП,"[{""dish_id"": 145, ""quantity"": 2, ""price_at_order"": 99.9}]",Игнатов Алексей,2025-12-25 02:11:47,2025-12-25 03:24:47,выполнен,
4653,815,17,2026-04-27 01:10:23,готовится,802.5,GooglePay,"[{""dish_id"": 326, ""quantity"": 1, ""price_at_order"": 106.0}, {""dish_id"": 333, ""quantity"": 3, ""price_at_order"": 128.5}, {""dish_id"": 332, ""quantity"": 1, ""price_at_order"": 130.6}, {""dish_id"": 327, ""quantity"": 2, ""price_at_order"": 90.2}]",Третьякова Изот,2026-04-27 01:19:23,,в пути,
4654,932,15,2026-01-15 07:40:40,доставлен,933.1,ApplePay,"[{""dish_id"": 285, ""quantity"": 1, ""price_at_order"": 50.8}, {""dish_id"": 289, ""quantity"": 3, ""price_at_order"": 110.2}, {""dish_id"": 288, ""quantity"": 3, ""price_at_order"": 67.2}, {""dish_id"": 297, ""quantity"": 3, ""price_at_order"": 116.7}]",Шубин Эрнст,2026-01-15 07:43:40,2026-01-15 08:11:40,выполнен,
4655,327,2,2026-05-13 21:07:00,готовится,836.6,ApplePay,"[{""dish_id"": 22, ""quantity"": 3, ""price_at_order"": 143.0}, {""dish_id"": 31, ""quantity"": 1, ""price_at_order"": 123.0}, {""dish_id"": 35, ""quantity"": 2, ""price_at_order"": 61.0}, {""dish_id"": 25, ""quantity"": 2, ""price_at_order"": 81.3}]",Матвеева Соломон,2026-05-13 21:16:00,,выполнен,
